STATION,LINENAME,DATE,TIME,ENTRIES,EXITS
BEDFORD AV,L,02/17/2017,03:00:00,44510,0000089945                                             
BEDFORD AV,L,02/17/2017,07:00:00,44551,0000090002                                             
BEDFORD AV,L,02/17/2017,11:00:00,45153,0000090488                                             
BEDFORD AV,L,02/17/2017,15:00:00,45414,0000090930                                             
BEDFORD AV,L,02/17/2017,19:00:00,45708,0000092095                                             
BEDFORD AV,L,02/17/2017,23:00:00,45934,0000093031                                             
BEDFORD AV,L,02/11/2017,03:00:00,931365,0002131742                                             
BEDFORD AV,L,02/11/2017,07:00:00,931383,0002131782                                             
BEDFORD AV,L,02/11/2017,11:00:00,931483,0002131989                                             
BEDFORD AV,L,02/11/2017,15:00:00,931650,0002132478                                             
BEDFORD AV,L,02/11/2017,19:00:00,931819,0002133133                                             
BEDFORD AV,L,02/11/2017,23:00:00,932010,0002133803                                             
BEDFORD AV,L,02/12/2017,03:00:00,932129,0002134061                                             
BEDFORD AV,L,02/12/2017,07:00:00,932151,0002134101                                             
BEDFORD AV,L,02/12/2017,11:00:00,932213,0002134228                                             
BEDFORD AV,L,02/12/2017,15:00:00,932416,0002134605                                             
BEDFORD AV,L,02/12/2017,19:00:00,932615,0002135081                                             
BEDFORD AV,L,02/12/2017,23:00:00,932722,0002135358                                             
BEDFORD AV,L,02/13/2017,03:00:00,932749,0002135398                                             
BEDFORD AV,L,02/13/2017,07:00:00,932785,0002135449                                             
BEDFORD AV,L,02/13/2017,11:00:00,933497,0002135717                                             
BEDFORD AV,L,02/13/2017,15:00:00,933694,0002136062                                             
BEDFORD AV,L,02/13/2017,19:00:00,933953,0002137009                                             
BEDFORD AV,L,02/13/2017,23:00:00,934073,0002137762                                             
BEDFORD AV,L,02/14/2017,03:00:00,934100,0002137825                                             
BEDFORD AV,L,02/14/2017,07:00:00,934132,0002137882                                             
BEDFORD AV,L,02/14/2017,11:00:00,934871,0002138103                                             
BEDFORD AV,L,02/14/2017,15:00:00,935077,0002138446                                             
BEDFORD AV,L,02/14/2017,19:00:00,935342,0002139574                                             
BEDFORD AV,L,02/14/2017,23:00:00,935507,0002140443                                             
BEDFORD AV,L,02/15/2017,03:00:00,935558,0002140552                                             
BEDFORD AV,L,02/15/2017,07:00:00,935587,0002140605                                             
BEDFORD AV,L,02/15/2017,11:00:00,936325,0002140918                                             
BEDFORD AV,L,02/15/2017,15:00:00,936526,0002141259                                             
BEDFORD AV,L,02/15/2017,19:00:00,936773,0002142301                                             
BEDFORD AV,L,02/15/2017,23:00:00,936909,0002143103                                             
BEDFORD AV,L,02/16/2017,03:00:00,936939,0002143191                                             
BEDFORD AV,L,02/16/2017,07:00:00,936966,0002143238                                             
BEDFORD AV,L,02/16/2017,11:00:00,937690,0002143484                                             
BEDFORD AV,L,02/16/2017,15:00:00,937928,0002143772                                             
BEDFORD AV,L,02/16/2017,19:00:00,938232,0002144699                                             
BEDFORD AV,L,02/16/2017,23:00:00,938381,0002145538                                             
BEDFORD AV,L,02/17/2017,03:00:00,938424,0002145657                                             
BEDFORD AV,L,02/17/2017,07:00:00,938450,0002145709                                             
BEDFORD AV,L,02/17/2017,11:00:00,939151,0002145976                                             
BEDFORD AV,L,02/17/2017,15:00:00,939367,0002146342                                             
BEDFORD AV,L,02/17/2017,19:00:00,939627,0002147478                                             
BEDFORD AV,L,02/17/2017,23:00:00,939854,0002148272                                             
BEDFORD AV,L,02/11/2017,03:00:00,401311,0000463831                                             
BEDFORD AV,L,02/11/2017,07:00:00,401334,0000463851                                             
BEDFORD AV,L,02/11/2017,11:00:00,401557,0000463967                                             
BEDFORD AV,L,02/11/2017,15:00:00,401955,0000464292                                             
BEDFORD AV,L,02/11/2017,19:00:00,402393,0000464898                                             
BEDFORD AV,L,02/11/2017,23:00:00,402732,0000465440                                             
BEDFORD AV,L,02/12/2017,03:00:00,402898,0000465618                                             
BEDFORD AV,L,02/12/2017,07:00:00,402918,0000465643                                             
BEDFORD AV,L,02/12/2017,11:00:00,403072,0000465707                                             
BEDFORD AV,L,02/12/2017,15:00:00,403385,0000465960                                             
BEDFORD AV,L,02/12/2017,19:00:00,403680,0000466285                                             
BEDFORD AV,L,02/12/2017,23:00:00,403845,0000466426                                             
BEDFORD AV,L,02/13/2017,03:00:00,403869,0000466465                                             
BEDFORD AV,L,02/13/2017,07:00:00,403947,0000466506                                             
BEDFORD AV,L,02/13/2017,11:00:00,405022,0000466591                                             
BEDFORD AV,L,02/13/2017,15:00:00,405349,0000466774                                             
BEDFORD AV,L,02/13/2017,19:00:00,405670,0000467595                                             
BEDFORD AV,L,02/13/2017,23:00:00,405899,0000468176                                             
BEDFORD AV,L,02/14/2017,03:00:00,405928,0000468229                                             
BEDFORD AV,L,02/14/2017,07:00:00,406021,0000468261                                             
BEDFORD AV,L,02/14/2017,11:00:00,407167,0000468337                                             
BEDFORD AV,L,02/14/2017,15:00:00,407518,0000468528                                             
BEDFORD AV,L,02/14/2017,19:00:00,407904,0000469465                                             
BEDFORD AV,L,02/14/2017,23:00:00,408167,0000470188                                             
BEDFORD AV,L,02/15/2017,03:00:00,408233,0000470276                                             
BEDFORD AV,L,02/15/2017,07:00:00,408324,0000470306                                             
BEDFORD AV,L,02/15/2017,11:00:00,409499,0000470411                                             
BEDFORD AV,L,02/15/2017,15:00:00,409914,0000470586                                             
BEDFORD AV,L,02/15/2017,19:00:00,410345,0000471428                                             
BEDFORD AV,L,02/15/2017,23:00:00,410612,0000472122                                             
BEDFORD AV,L,02/16/2017,03:00:00,410663,0000472220                                             
BEDFORD AV,L,02/16/2017,07:00:00,410737,0000472241                                             
BEDFORD AV,L,02/16/2017,11:00:00,411779,0000472342                                             
BEDFORD AV,L,02/16/2017,15:00:00,412129,0000472530                                             
BEDFORD AV,L,02/16/2017,19:00:00,412526,0000473378                                             
BEDFORD AV,L,02/16/2017,23:00:00,412745,0000474125                                             
BEDFORD AV,L,02/17/2017,03:00:00,412791,0000474215                                             
BEDFORD AV,L,02/17/2017,07:00:00,412864,0000474248                                             
BEDFORD AV,L,02/17/2017,11:00:00,413784,0000474358                                             
BEDFORD AV,L,02/17/2017,15:00:00,414142,0000474596                                             
BEDFORD AV,L,02/17/2017,19:00:00,414544,0000475517                                             
BEDFORD AV,L,02/17/2017,23:00:00,414861,0000476100                                             
