C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,749904,0000791928                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,750409,0000792815                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,750677,0000793564                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,750895,0000793693                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,750974,0000793737                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,751750,0000794025                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,752051,0000794327                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,752540,0000795229                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,752816,0000796019                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,752950,0000796194                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,753036,0000796262                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,753784,0000796562                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,754140,0000796950                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,754689,0000797888                                             
H009,R235,00-00-01,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,755041,0000798692                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,18309917,0027402558                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,18309979,0027402615                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,18310053,0027402967                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,18310216,0027403633                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,18310507,0027404466                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,18310780,0027405448                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,18311068,0027405768                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,18311121,0027405823                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,18311169,0027406064                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,18311335,0027406755                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,18311573,0027407571                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,18311704,0027407965                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,18311763,0027408032                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,18311790,0027408110                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,18312216,0027408714                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,18312386,0027409329                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,18312665,0027410609                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,18312840,0027411412                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,18312898,0027411502                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,18312920,0027411586                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,18313279,0027412235                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,18313450,0027412810                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,18313736,0027414329                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,18313949,0027415283                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,18314166,0027415398                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,18314197,0027415482                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,18314523,0027416111                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,18314674,0027416612                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,18314944,0027417752                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,18315124,0027418668                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,18315276,0027418773                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,18315305,0027418845                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,18315643,0027419459                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,18315798,0027419977                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,18316076,0027421197                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,18316299,0027422096                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,18316388,0027422239                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,18316430,0027422320                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,18316765,0027422981                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,18316955,0027423660                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,18317278,0027424961                                             
H009,R235,00-03-00,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,18317505,0027425995                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,15780359,0020257389                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,15780423,0020257461                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,15780508,0020257795                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,15780673,0020258339                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,15780989,0020259040                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,15781288,0020259830                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,15781501,0020260110                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,15781562,0020260165                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,15781608,0020260365                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,15781801,0020260935                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,15782059,0020261608                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,15782202,0020261894                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,15782255,0020261949                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,15782270,0020262029                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,15782663,0020262578                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,15782844,0020263062                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,15783114,0020264176                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,15783290,0020264955                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,15783351,0020265039                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,15783366,0020265136                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,15783738,0020265710                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,15783900,0020266165                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,15784230,0020267427                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,15784418,0020268321                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,15784583,0020268440                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,15784609,0020268528                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,15784917,0020269056                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,15785060,0020269488                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,15785392,0020270452                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,15785576,0020271226                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,15785692,0020271312                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,15785712,0020271377                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,15786019,0020271877                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,15786166,0020272287                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,15786462,0020273306                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,15786654,0020274159                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,15786751,0020274286                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,15786779,0020274385                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,15787135,0020274939                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,15787354,0020275544                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,15787679,0020276675                                             
H009,R235,00-03-01,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,15787939,0020277588                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,12834104,0013759516                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,12834176,0013759565                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,12834326,0013759900                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,12834637,0013760425                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,12835138,0013761105                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,12835653,0013761828                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,12835970,0013762064                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,12836048,0013762119                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,12836145,0013762339                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,12836477,0013762859                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,12836920,0013763386                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,12837136,0013763722                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,12837211,0013763789                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,12837248,0013763883                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,12838084,0013764548                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,12838460,0013765005                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,12838972,0013766095                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,12839295,0013766970                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,12839379,0013767034                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,12839420,0013767162                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,12840309,0013767788                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,12840658,0013768271                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,12841250,0013769503                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,12841554,0013770425                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,12841653,0013770513                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,12841689,0013770650                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,12842398,0013771311                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,12842682,0013771792                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,12843214,0013772907                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,12843484,0013773808                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,12843541,0013773894                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,12843566,0013773996                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,12844264,0013774671                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,12844553,0013775135                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,12845080,0013776215                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,12845371,0013777067                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,12845468,0013777245                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,12845511,0013777366                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,12846251,0013778019                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,12846651,0013778579                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,12847220,0013779834                                             
H009,R235,00-03-02,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,12847710,0013780647                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,21703115,0011485475                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,21703229,0011485529                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,21703526,0011485954                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,21704092,0011486468                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,21705000,0011487053                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,21705828,0011487609                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,21706312,0011487892                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,21706418,0011487963                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,21706585,0011488278                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,21707197,0011488787                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,21708019,0011489309                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,21708472,0011489649                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,21708594,0011489730                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,21708678,0011489900                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,21710115,0011490312                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,21710686,0011490738                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,21711595,0011491879                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,21712216,0011492823                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,21712354,0011492963                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,21712433,0011493156                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,21713791,0011493548                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,21714421,0011493997                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,21715374,0011495302                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,21716019,0011496252                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,21716082,0011496392                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,21716166,0011496584                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,21717528,0011497036                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,21718081,0011497473                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,21719049,0011498470                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,21719576,0011499461                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,21719621,0011499618                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,21719699,0011499768                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,21721087,0011500216                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,21721650,0011500680                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,21722518,0011501805                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,21723058,0011502737                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,21723250,0011502879                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,21723343,0011503078                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,21724613,0011503551                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,21725392,0011504050                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,21726370,0011505211                                             
H009,R235,00-03-03,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,21727179,0011506019                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,6430341,0001290348                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,6430488,0001290411                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,6431038,0001290639                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,6431929,0001290817                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,6433072,0001290964                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,6434261,0001291162                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,6435065,0001291304                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,6435208,0001291360                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,6435585,0001291497                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,6436616,0001291683                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,6437969,0001291792                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,6438754,0001291929                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,6438972,0001291955                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,6439150,0001292095                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,6440802,0001292187                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,6441734,0001292346                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,6443248,0001292603                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,6444246,0001292829                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,6444473,0001292899                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,6444693,0001293027                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,6446618,0001293108                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,6447678,0001293283                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,6449246,0001293555                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,6450406,0001293902                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,6450458,0001294037                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,6450660,0001294158                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,6452791,0001294224                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,6453811,0001294353                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,6455136,0001294618                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,6456236,0001294994                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,6456261,0001295107                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,6456428,0001295222                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,6458383,0001295309                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,6459385,0001295483                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,6460886,0001295721                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,6461988,0001296009                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,6462313,0001296104                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,6462533,0001296241                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,6464235,0001296347                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,6465046,0001296500                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,6466623,0001296730                                             
H009,R235,00-03-04,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,6467546,0001296970                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,67317454,0016782565                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,67317461,0016782566                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,67317554,0016782567                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,67317675,0016782573                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,67317813,0016782591                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,67317927,0016782599                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,67317957,0016782600                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,67317960,0016782600                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,67318007,0016782600                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,67318128,0016782603                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,67318253,0016782604                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,67318306,0016782609                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,67318310,0016782609                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,67318339,0016782609                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,67318905,0016782613                                             
