C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,67319056,0016782617                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,67319285,0016782630                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,67319374,0016782639                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,67319385,0016782639                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,67319418,0016782639                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,67320154,0016782640                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,67320322,0016782642                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,67320563,0016782649                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,67320691,0016782654                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,67320711,0016782656                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,67320739,0016782657                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,67321434,0016782658                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,67321596,0016782662                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,67321866,0016782671                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,67321986,0016782680                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,67322010,0016782682                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,67322044,0016782683                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,67322671,0016782684                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,67322805,0016782688                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,67323050,0016782696                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,67323168,0016782698                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,67323198,0016782699                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,67323225,0016782700                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,67323729,0016782702                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,67323895,0016782707                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,67324140,0016782712                                             
H009,R235,00-06-00,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,67324287,0016782719                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,117460421,0000004224                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,117460426,0000004224                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,117460447,0000004229                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,117460544,0000004253                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,117460659,0000004281                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,117460760,0000004313                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,117460785,0000004324                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,117460790,0000004325                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,117460812,0000004326                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,117460868,0000004342                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,117460921,0000004357                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,117460957,0000004358                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,117460960,0000004361                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,117460964,0000004362                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,117461240,0000004369                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,117461279,0000004379                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,117461360,0000004417                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,117461404,0000004445                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,117461411,0000004446                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,117461415,0000004447                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,117461688,0000004458                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,117461741,0000004465                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,117461845,0000004519                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,117461901,0000004529                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,117461905,0000004529                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,117461905,0000004531                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,117462177,0000004541                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,117462231,0000004546                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,117462334,0000004580                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,117462393,0000004597                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,117462403,0000004600                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/16/2017,07:00:00,REGULAR,117462403,0000004600                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/16/2017,11:00:00,REGULAR,117462655,0000004602                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/16/2017,15:00:00,REGULAR,117462696,0000004614                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/16/2017,19:00:00,REGULAR,117462797,0000004657                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/16/2017,23:00:00,REGULAR,117462860,0000004684                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/17/2017,03:00:00,REGULAR,117462872,0000004684                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/17/2017,07:00:00,REGULAR,117462876,0000004685                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/17/2017,11:00:00,REGULAR,117463058,0000004690                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/17/2017,15:00:00,REGULAR,117463113,0000004698                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/17/2017,19:00:00,REGULAR,117463216,0000004746                                             
H009,R235,00-06-01,BEDFORD AV,L,BMT,02/17/2017,23:00:00,REGULAR,117463277,0000004754                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/11/2017,03:00:00,REGULAR,1165148,0002545762                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/11/2017,07:00:00,REGULAR,1165185,0002545813                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/11/2017,11:00:00,REGULAR,1165367,0002546170                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/11/2017,15:00:00,REGULAR,1165662,0002546928                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/11/2017,19:00:00,REGULAR,1165985,0002547931                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/11/2017,23:00:00,REGULAR,1166239,0002548915                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/12/2017,03:00:00,REGULAR,1166403,0002549278                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/12/2017,07:00:00,REGULAR,1166428,0002549330                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/12/2017,11:00:00,REGULAR,1166562,0002549518                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/12/2017,15:00:00,REGULAR,1166830,0002550126                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/12/2017,19:00:00,REGULAR,1167072,0002550838                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/12/2017,23:00:00,REGULAR,1167215,0002551205                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/13/2017,03:00:00,REGULAR,1167266,0002551276                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/13/2017,07:00:00,REGULAR,1167351,0002551364                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/13/2017,11:00:00,REGULAR,1168061,0002552248                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/13/2017,15:00:00,REGULAR,1168396,0002552647                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/13/2017,19:00:00,REGULAR,1168787,0002553862                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/13/2017,23:00:00,REGULAR,1168958,0002554850                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/14/2017,03:00:00,REGULAR,1168997,0002554963                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/14/2017,07:00:00,REGULAR,1169102,0002555040                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/14/2017,11:00:00,REGULAR,1169764,0002555993                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/14/2017,15:00:00,REGULAR,1170126,0002556430                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/14/2017,19:00:00,REGULAR,1170502,0002557854                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/14/2017,23:00:00,REGULAR,1170725,0002558908                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/15/2017,03:00:00,REGULAR,1170802,0002559064                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/15/2017,07:00:00,REGULAR,1170880,0002559153                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/15/2017,11:00:00,REGULAR,1171573,0002560033                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/15/2017,15:00:00,REGULAR,1171869,0002560556                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/15/2017,19:00:00,REGULAR,1172225,0002561771                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/15/2017,23:00:00,REGULAR,1172412,0002562835                                             
H009,R235,00-06-02,BEDFORD AV,L,BMT,02/16/2017,03:00:00,REGULAR,1172501,0002562967                                             
